tweet,label,wing
 newt 2 make concessions to the working class as to solidify the bourgeoisie s class rule so social democrats just like fascists would do anything to preserve capitalism and the dictatorship of the bourgeoisie and that is why you socdems are social fascists,democrats,left
 yep i don t have to work 24 7 if i don t want to breaks are cool bc capitalism is trash i m doing art so that s all i care abt at the moment besides little research projects here and there ,progressive,left
 show band tod dem marxismus means death to marxism and look which party members carrying it ,militancy,right
 nothing like capitalism ,revolutionary,left
i want to earn more money so that i can buy more vox akuma goods fucking capitalism ,labour,left
 ie the hostility from state amp it s disgusting abhorrent minions towards concerned citizens is nothing short of soviet era communism stalin would be proud of you scum ,communism,left
 doctors kill 400 000 americans each year not counting abortions it s called medical malpractice the police kill a few americans every year and it s called police brutality marxism is propaganda socialism is propaganda propaganda was the origin of the gulags ,leftist,left
 i am an ardent supporter of pure capitalism amp believe socialism is deeply flawed in many regards but this is just a silly oversimplification today s capitalism is not merely flawed but deeply corrupt if we do not fix it i fear for what follows ,diehard,right
 colin as if the inferno amp late stage capitalism had nothing in common ,aggression,right
 kinda like getting capone for tax evasion ,progressive,left
 there have been and still are worst threats to humanity than the global warming will kill you in 10 years bs communism for example killed over 120 000 000 people just in the 20 century alone is still getting people killed today and many ignorants are rooting for it,communism,left
 specifically the capitalism around finding abundant concentrated energy that comes out of the ground ,rightist,right
 sane countries should have been forced at the end of the cold war to cut all their ties with china if china does not reinvent communism soon we will all wish to die quickly with its dumping of free products china may soon steal your job and enslave you ,communism,left
 what about the rise of communism in our country under your party ,communism,left
 gorila once again i will mention that just because i m being critical of how capitalism is structured and used in certain countries doesn t mean i m suggesting countries that you mention without it are better off ,tranditional,right
 communism and killing people i m not happy with these psychos taking our freedoms and murdering people ,communism,left
 it always baffles me how much stuff we have that just there for the option washing machines cars also mainly just sit around etc etc the problem rn is capitalism is trying to rentier model all this vs communal ownership and management,tranditional,right
that rice krispies actually snap crackle and pop was one of the things that tricked me into believing capitalism as a kid ,rightist,right
 the best way to not live under communism is to make sure kari lake never holds office ,communism,left
 look name a policy that she supports that falls under the definition of moderate socialism given in qa 113 119 and show how it falls under this definition the problem is that in european politics of the 1930 s socialism meant something different than in american politics today,tranditional,right
 conservative values are main street values democrats take far left ideals and make them policy open borders abortion till birth free college socialism the dems are the extreme party ,democrats,left
 that just doesn t feel right to me for some reason it s gone beyond capitalism to a whole other avenue that s why i said corporatism at least with balanced managed capitalism anyone can benefit from the system if put in the effort corporatism only corporate wins ,revolutionary,left
 the problems libertarians face are so much greater than propaganda the wef has gained controlled of many republicans and democrats we are facing an imminent one world government intent on creating global communism ,communism,left
 i think asian culture and with that their people are beautiful i always have been a bigger proponent of collectivism instead of individualism ,conservative,right
 she s actually a communist works for novara media who are all marxists she s admitted to being communist many times including live i m literally a communist luxury communism isnt sarcasm its an actual style of communism by bastani infinitely better than the tories,diehard,right
 populationbomb in rapid proliferation is the most dangerous bomb ever created the population bomb wake up folks we need to shrink our numbers and footprints hugely stop making babies stop destroying nature gdp is not good capitalism lied nature has a means extinction ,neoliberal,right
on march 14 1883 karl marx made his most important contribution to mankind he died marxism,militancy,right
 shows how three contemporary phenomena have seeped into dating culture capitalism leads to transactionalisation of relationships loss of religion leads to individualism and misplaced adherence to astrology in attempt to guide compatibility and feminism of a hubristic kind ,rightist,right
 capitalism doesn t take a day off,diehard,right
communism turns everyone into either behaving like or feeling like criminals why you should take the white pill michael malice modern wisdom podc via ,communism,left
 lancet marxism is the key to health ,militancy,right
 basedman brahmin basically trace everything from bronze age collapse to the fall of europe to xtianity to mohammadanism to communism to alphabetism amp today s whole world tending to 0 tfr extinction while their religious group alone are sitting pretty at 6 5 amp even feeders are at saudi level tfr s,tranditional,right
 i m glad that you re state and people are getting the help needed during this awful time but remember that the next time you have the urge to mouth off something nasty about present biden and socialism we are all our brothers keepers ,leftist,left
 i m no ta wiz by any means just starting to dip into my own charts i feel i got a good feel for the pulse amp usually ahead of curve on culture issues i feel the unemployment chart is compromised bc new dynamic of collectivism amp nihilism particularly in new generation my2cents,labour,left
this is false anti blackness is the most normalized form of bigotry and embedded into the core of capitalism ,tranditional,right
 everywhere goes capitalism goes corruption chaos and war you have a platform guardian have you ever thought of using it to tell people the truth ,tranditional,right
 i don t even mean to rail against all the anarchism at this point seeing it as a pretty broad phenomenon or mere part of a broad basis of non proletarian or semi proletarian anti capitalism and partly really as a problem or result of weaknesses within the workers movement ,labour,left
someone who calls modi a right wing indian neither understands meaning of right left nor india in the west modi s regulated socialism that gave toilets electricity health care banking to millions of poor of all faiths would have counted as more left than centrist biden ,rightist,right
european anti communism has that little hint of vintage nazi propaganda you don t usually get from americans,communism,left
 if someone criticises makes fun of pappu what else to do with prince they are nafrati if they do the same thing to prime minister modiji or hindus in general foe this multiple paternity syndrome is called congress aap communism pseudoliberalism in india ,communism,left
 today s politicians mirror today s humans they lack all of the qualities that our economic system has successfully exterminated in modern society empathy critical thinking and above all a conscience politics capitalism socialism economics ,tranditional,right
 so your going to drop the socialism communism bullshit comments about aus you know because we do capitalism better than pretty much everybody ,progressive,left
 it will be terrible just like 1974 the mini ice age as a kid i remember making my first 100 bucks shoveling the white gold no video games then just capitalism in its infancy turned it into 45 years of working hard giving back and retiring without a dime from our govt ,tranditional,right
 ukraine takes part of that holocaust banderiste did worst after that one in wolyn then canada accepted 2000 of theses ukronazi in the 50 to fight against communism and you are singing the same old song genocide do you know what this words mean not many civilians lost here ,tranditional,right
 didn t see that on the horizon most politicians can t see past the next election when socialism marxism authoritarianism is the end goal deathofanation birthofchaos ,communism,left
 ignorance kyle we must fight socialism,militancy,right
 absolutely but even before the 60s and in context of domestic policy social democratic reforms were seen by some elites as a way of triangulating between european radicalism and unfettered capitalism a way of pacifying the masses preempting more radical change,tranditional,right
 bob 2024 2028 will be your true golden years you ll be free to speak without censorship that s good correct everyone gets to speak debate not battle lines you made great movies that does not make you a great leader or voice for socialism communism you re rich pdx,leftist,left
 dinner communist vegetables screaming at excessive capitalism and opportunistic onions garlics ,leftist,left
a routine prescription of adderall is the only thing between me and the collapse of capitalism ,rightist,right
 stand up to communism ,communism,left
 a person doesn t live in communism kari ,revolutionary,left
you observe the miracles of capitalism and entrepreneurship every day take a look at your surroundings and observe just how many different things you see that were once ideas in someone s mind use that inspiration to create your own idea ,progressive,left
 well we know western capitalism is 500 yrs of slavery pan continental genocide colonialism and to this day systemic debt usury self evidently western capitalists are the bad guys i d like to believe there are good people out there and they managed somehow to gain power ,aggression,right
 capitalism is a system that encourage and reward greediness,rightist,right
 khan the fact that what you show in the picture is not right for children to be exposed does not render tate free of consequences of his actions it is a logical fallacy 1 communism is bad 2 but are what you get for capitalism 3 why assume i defend present form of capitalism ,communism,left
 it s the capitalism of the 21st century privatize the profits externalize as much of the cost risk as possible onto ordinary people using friendly governments that you bought and paid for to do one s bidding ,neoliberal,right
 he knows we re not all thick just that most people are and that s who he s talking to he doesn t need people who can think to vote for him he rejects socialism he is a zionist he embraces apartheid extremism in effect neo fascism ,aggression,right
 you don t even know what communism is,revolutionary,left
wont be able to watch the new tlou episode until tomorrow capitalism ruins everything we should be allowed to make our own work schedule i think,labour,left
 capitalism for the poor socialism for the rich that is how the us actually runs ,leftist,left
 so glad that ppl didn t turn up a good poke on the govt of kerala for their high tax on ticket prices this is how communism kills a state a slow poison tried to generate income for free kits ,communism,left
as the capitalism induced timelines get faster and faster are we then leaving behind our unrushed community driven earthly existence does the hustle of competitive productivity have to pierce through the soundness of our minds ,progressive,left
 define communism define a free america cuz i m willing to bet your definitions aren t the same as webster s dictionary ,communism,left
 pure communism remove her now ,communism,left
 quick keep moving people to wefs communism backed by mega corporations,communism,left
 even though you re a commie i don t entirely disagree with that but if we do that can we agree on the uni curriculums and what s not in them take out all the degenderisation deculturisation and general de identification ideology u know communism thanks jezzer ,communism,left
 nothing more than narcissistic than claiming glory in a past you had nothing to do with the greatest generation came back from ww2 and chose socialism so why do you hate their wishes so much see how this nonsense works ,tranditional,right
 capitalism didn t quite work out for them ,rightist,right
 well there is workers liberty but that s a group rather than a party ,labour,left
corporation s socialism working class american s capitalism this is why death is accelerating in america ,labour,left
it must be so frustrating for people fleeing socialism to know less abou via ,leftist,left
 marxism amp fascism is the same lady with a different hat pfizer is a marxist amp fascist corporation,tranditional,right
 mustapha mond in davos beckons you to his brave new world where china s the role model agenda 21 and neo malthusianism the danger of their vision but you don t get a vote stakeholder capitalism that sounds more like shrouded socialism i m unable to shed my suspicions ,nationalist,right
socialism islam blm evil personified they must be swept from english soil and life democratically of course ,leftist,left
 my small group of grandmothers has been proclaiming danger for years now media connects dots a wolf in sheep s clothing lats everything out watch it 4 saul soros socialism ,leftist,left
ashy communism elevating cuba as opposed to ssaudi arabia your vile bigotry is not missed ,communism,left
 exhaustion degrowth at its absolute nadir is still infinitely better than socialism is infinity pools and beach vacations for everyone ,progressive,left
using corporate governance to understand socialism ,leftist,left
 since whitlams gov labor have used aboriginal people as political pawns alp trapped many in a mire of welfare dependence amp reliance on gov for everything socialism didn t work a voice won t work labor using aboriginals to write a whole section of our constitution voteno,labour,left
 communists censors their community that s why war on communism will not ever end among humans it s in the family structure religion politcs work environment humanity amp society why humans are not allowed to live in the wild tax free nor own land money takes your freedoms ,communism,left
 capitalism sucks ass unfortunately it s the best system we ve come up with so far i think we could make capitalism a lot better if we could incorporate anthropological principles into it and understand its failings and also socialisms failings ,rightist,right
a friend started lecturing me about how communism was the only system that will save mankind it s always comical when people try to marxsplain ,leftist,left
 that s a communism ,communism,left
 ghost eskom is a state owned entity government will have to keep the lights on no matter what you still don t get it eskom can t collapse if it does the whole country will collapse anarchy will take place then the final nail in the coffin will be socialism ,tranditional,right
 capitalism is what create the environnement that push and validate the greed,tranditional,right
 i m not a blood and dirt worshipper so i punch any side that is anti capitalist i especially enjoy punching the side that is full of very low iq conspiracy theorists you should be more critical of these fools if you actually support capitalism ,aggression,right
 what history communism ,leftist,left
 agreed unfortunately money and capitalism have become synonymous in most peoples eyes,tranditional,right
clarification nicholas tadros gold coast helicopter crash tweet 6newsau while the tweet accurately reported the latest detail the wording common wealth knowledge 33 papua new guinea and australian federalism png wantok truplapng pacific i ,tranditional,right
 we must continue to fight for our freedom and against communism that is why we in the military exist ,militancy,right
 ya thats called communism where art is stolen from the artist ip is the cornerstone of democratic capitalism,communism,left
 i dont know a single capitolist country that isnt succeeding i can give a few socialist countries that are struggling though infact i can go through history and also pick out how really successful socialism was if famines your thing but i bet you d do it differently right ,progressive,left
 they smile to his face and stab the knife in his back that s what democrats do to advance the march of socialism isn t it funny that many of the immigrants say they are coming to america to flee socialism ,democrats,left
 just for reference tradcath is deliberately quoting me out of context i actually said that socialism is condemned by cst he is just concealing the whole conversation from you ,tranditional,right
 also bioweapon pandemics and communism,communism,left
 feed breaking news invest in walking shoes amp and bicycle s gee what country does that sound like as if european union turning european union grandfathering communism by adopting attributes ,revolutionary,left
meta conservatism robert wright amp andrew sullivan the wright show ,conservative,right
 socialism seriously i don t think so lock them up ,leftist,left
on c2h5oh abuse i announce and point to the alcohol bottles of various types of course donated by the cultural initiative of the jusos of the city somehow communism must be sexy or market economy must remain tolerable ,communism,left
 that s why we will never accept asociacion thing you diplomatic people can do that but we will not be in peace we want to live in peace together by separating them your making them how communism does and nothing good comes out of that ,communism,left
 pieces of me by sammy meilaq unmaking of arab socialism by ali kadri the battle for china s past by mobo gao ,militancy,right
 exactly in cuba we have communism and we don t have police it has worked beautifully ,communism,left
 that s very socialism of you you arent entitled to other people s labour for free she did the work and is no reaping the rewards thats how it goes you arent forced to consume her ip ,leftist,left
monopoly capitalism in the legend of zelda wind waker 1 2 ,rightist,right
 socialism always fails at the end ,leftist,left
 ali bihari kahe ka welfare development me lagna chahiye na kch muftkhor ko haram ki khane ko communism is dead it s the capitalist society which is leading the world to development and some ppl won t understand especially who are more into muft ka maal,progressive,left
ana montes queen of cuba ,diehard,right
thoughts on oman criminalizing ties with israel ,nationalist,right
was made to watch this to get some context for ir the russia ukraine conflict in german ,militancy,right
 flags so red that they represent marxism,revolutionary,left
 yeah it would but that s not capitalism and max profit so,conservative,right
 no questions please polieve just like his friend trudeau cul very dissapointed scared to answer threatened of the possible drop in popularity makes for a weak commander who needs federalism out with the middle men ,tranditional,right
 i had a friend who at dinner when into a long thing about overpolicing and capitalism and on and on and i literally went dude you make hime security systems for rich people stfu,aggression,right
 we need an end to parasitic capitalism ,leftist,left
 stop complaining about rich go and earn in free market u will also become rich stop playing victim card of marxism ,tranditional,right
 wait for the but the didn t do it right a bit like communism ,communism,left
 if we had a competent comprehensive nationwide access to healthcare this data would be possible sadly some consider that access socialism but in countries with more advanced healthcare systems they may be able to do this research ,tranditional,right
 flynny369 yes one of a long list of things to remember the old cow by but high up for me too and pinochet was a pioneer of the chicago school of neoliberalism too such an idealogue marriage the seeds of today s death knell extraction capitalism ,neoliberal,right
even the beaches in jakarta are not safe from capitalism,tranditional,right
 aleksandr solzhenitsyn is absolutely correct in this quote the international jew didn t control hitler or his people this is a historical lie it was a civilizational struggle international finance and marxism won against nationalism the result is the world we live in ,rightist,right
 you assume rightly i m not a fan i m also not a fan of so called liberal outfits who practice just as much conservatism as fox but use language liberals want to hear for the record that lady s second tweet is abhorrent to me ,leftist,left
 what genius s are they paying to find out leftist guilt ridden whites or race grifting ngo s pushing communism ,leftist,left
nazis were intelligent and educated people who thought socialism was a good idea ,nationalist,right
 but you just say things like obamacare is socialism because the federal government took over 1 5 of the economy or aoc s economic program is socialist because i said it is ,leftist,left
maga republicans what about red state socialism eight of the 10 states most dependent on aid from the federal government are the republican controlled red states maga republicans also support socialism for the top 1 they just don t know it 14,republican,right
 these leftists even though they also seem to be perfectly fine with capitalism or blatant beneficiaries of it they are not on my side i should say ,leftist,left
 socialism at its best reward those who fucked up and punish those who do the right thing ,leftist,left
advance towards socialism cannot but cause the exploiting elements to resist the advance and the resistance of the exploiters cannot but lead to the inevitable sharpening of the class struggle ,revolutionary,left
 jorgeamado s novels marxism humor and the beauty of the african brazilian culture via bahia salvador brazilianculture,progressive,left
 america is not trillion in debt america is moving away from morality as evil becomes good and good becomes evil communists such as yourself and you still to chicken to come out as communist talk social justice but that is simply communism it never works ,communism,left
i understand what phoebe and paul fans are going through because i went through it with miss capitalism and the alliterate model,tranditional,right
 what a terrible sign of a slide by the dominican order which through its study of the church fathers tended innately toward theological conservatism ,conservative,right
 the basis of capitalism and the fooling of peoples ,tranditional,right
 look all you have to do is point out a policy of aoc obama sanders biden etc and show how it violates qa 113 119 to show that it is an inadmissible form of socialism if you want to show that it is incompatible with cst more generally then cite the relevant passage ,leftist,left
 communism the dude just replaced one collection of utopian lies with another ,leftist,left
 i m an immigrant in france and i wanna move out as soon as i can for that exact reason i mean it s obviously not venezuela but the socialism is still really bad the us would be my dream but their immigration laws make it almost impossible ,nationalist,right
 worth recalling braverman s previous use of alt right tropes in this context perhaps ,rightist,right
 but that s socialism ,leftist,left
labour s nhs plan your doctor is now google pity many still don t have computers or broadband cus you know broadband communism ,labour,left
 binance either is advertising but you do alot of that capitalism isn t cheap ,neoliberal,right
the execrable nokes at it again if sunak had any gumption he would lay out a moral vision for social conservatism and tell her to like it or lump it ,aggression,right
 wasnt russia part of europe before communism ,communism,left
 so are the communists communism and limitations for the people and capitalism without restriction for the leaders ,leftist,left
 actually i think it s capitalism that doesn t work other european countries ones in the eu are going through the same thing ,rightist,right
 team usa it s just a matter of time no stopping now they conquer america preying on greed and capitalism not guns ,aggression,right
the labour party actively seeks to indoctrinate us into that mentality whilst ignoring the fact authentic conservatism offers a better ladder for the wretched in the end the key is industrial policy ,labour,left
 worldeconomicforum annual meeting 2023 discover what the mainstream media won t show you about the devious plans of the unelected global government wef hypocrites in davos they secretly plan to make everyone digital slaves amp create global socialism ,leftist,left
 inskeep it s not capitalism per se that s the problem it s the abuse of capitalism that is greed and abuse are rife in communist countries as well ,communism,left
19 years of anbe sivam a film on atheism no theist can dislike writing a comedy which involves concepts of atheism altruism humanism capitalism compassion and globalisation is something seriously out of the box the world wasn t ready for a film like anbe sivam in 2003 ,revolutionary,left
 this where nuclear energy potentially a good thing meets pure capitalism this waste has no value let s just dump it and make it someone else s problem ,neoliberal,right
 reun i think a lot of reactionary conservatism is prone to fitting some cognitive dissonance or less extreme versions of the beliefs like anti trans conservatives fearmonger about grooming but a follower can still support trans individuals or vague trans rights but not the groomers ,conservative,right
 1 got a point always demonising nazism but never communism which was at least as bad,communism,left
 media more of this weird sort of conservatism which has its roots from where ,conservative,right
 death to communism ,communism,left
 funny twitter algo is grouping posts by interest now here she has got funds to create her trans wiki website from who gonna ask and before yesterday i spotted a gooroo who was promoting them kids the goods of communism a paid troll ,communism,left
 arvind lot of people need to revisit adam smith to refresh themselves on national wealth development of capitalism and industrialisation once we read adam smith the difference between narrative truth and limitation of development will become clear ,nationalist,right
the structure of liberal society is eugenic fascism and communism are dysgenic whether you fancy in group charity or not it is dysgenic however infecting society with predatory mechanisms is eugenic and needed in order to improve the ,liberal,left
evil is powerless if good are unafraid via speakup racism socialism,leftist,left
 so the party of socialism and liberation wants to sell ukrainians who are fighting for freedom from their former colonial and now fascist supressors into slavery and genocide hope you vile people will get what you deserve ,leftist,left
 you make it sound like it is so easy to use these programs most of them require id internet use addresses social security cards and the list goes on only this country doesn t provide its citizens with health care which would solve most of the homeless problems capitalism ,rightist,right
 oh i see since hospitals and insurance companies still exist that means obamacare is not socialism ok ,progressive,left
 if you want to keep capitalism you should tax the rich more cut the defense budget and balance the federal budget because the one thing that will force us into a socialist system is a depression caused by out of control spending russian style communism will never be here ,rightist,right
 i think i d prefer communism first lol,leftist,left
please educate yourselves before ranting gt communism socialism anticommunism ,leftist,left
 full of crap meanwhile they all but ignored the ccr5 delta 32 gene mutation as it didn t line their pockets i have truly learned to hate much of our government and the crony capitalism when these people are publically tried maybe then ,tranditional,right
 look around your party is making the conversion to socialism,leftist,left
 you d think but capitalism wants a word,rightist,right
 women have used marxism and the victim cult for decades they ve driven men out of jobs and careers they ve corrupted education so it s entirely built around women same for the work place as insane as this stuff is i m just going to sit back and laugh as it burns ,tranditional,right
 yeah it s like real alt would care about not increasing late stage capitalism,leftist,left
 husker escobedo trad you mean like a construction worker a business owner in need of a building a goverment official lawyers etc coming together under capitalism to get something beneficial for everyone wtf r u tripping on saying the church is socialist jajajaj think before saying dumb shit bro,tranditional,right
 oh look our fantastic primary care system is struggling so we ll make it easier for people to access secondary care without it is a good soundbite but feels to me like the antithesis of socialism to be honest ,leftist,left
 no it is not if you understood anything about federalism ,tranditional,right
 starmer the way you spoke and attacked on was disgusting dividing the party is not the way to go forward expelling amazing councillors is outrageous calcorkery toriesmustgo socialism,aggression,right
 100 geri i done another thread on how they ve shifted from centre left to the void of sp swp amp name don t mention socialism so more likely of people joining as irish people are somewhat weary of socialism if a party has it in their title which was said to me by them,leftist,left
 all this time i thought it was just capitalism ,revolutionary,left
 i have an expensive phone that was given to me off someone elses free upgrade just because i am stuck partaking in capitalism that doesn t mean it is fair or we are flourishing that 1100 phone should probably cost 50 00 corporate greed and profit gouging is disgusting ,tranditional,right
 the best of capitalism is where real competition exists but it quickly degrades into a small number of huge players that stifle competition and gauge the consumer this is where government fails us not in over regulation but i m not controlling and breaking up behemoths ,tranditional,right
 jane caro is the andrew tate of australian socialism ,leftist,left
 what lbj s nearly 60 years of great society hasn t been enough to prove the idiotic policies of racist socialism for you you want more ,leftist,left
 he could do that he could do anything he is a man completely without conviction he will say or do anything to be pm for its own sake if it guaranteed the office he d convert to marxism so i wouldn t vote for him under any circumstances ,communism,left
 gruff i don t know because the uk doesn t want to become a federal country im just answering the question on why scotland can t control its own laws i reside in the us and love federalism,aggression,right
 in brazil the new york times call the protest an ant democratic movement because we are not pro communism regime but in israel they change the information ,leftist,left
 in nyorks torys support conservatives momentum supported jeremy corbyns policy platform as did starmer when he said our radical socialist tradition must remain at the heart of labour which turned out to be a complete lie ,conservative,right
 i am real glad we are moving away from moneytalk capitalism i feel your pain amp i know you ve gone through some of the same stuff i went through not all amp i demand some respect lady gent ,progressive,left
 and of course when the left targets corporate profits mainly for industry they dont like thats the same that are used for salaries and new head count they lust after communism because the free market isn t something they can control ,leftist,left
 we have a fear of traveling wrong because living under 21st century capitalism we re conditioned to believe we do pretty much everything else wrong too ,rightist,right
removal of competition communism,communism,left
 wow if true that s shocking you can be so ignorant to it most people i know who fled communism are terrified and admitting it s here in the states i know exactly what it looks like all you have to do is read history and know the tactics they use same tactics applied now ,revolutionary,left
 youhana phillips because landlords under capitalism don t give a fuck,tranditional,right
 murph1 you still haven t explained the distinctive characteristics of marxism but i didn t think you would your random outburst vax could be a sign of turrets i don t waste my time arguing with a flat earthers isn t it time to get refitted for a new tin cap ,communism,left
i could smash a takahe but i can t take on capitalism without some help ,aggression,right
it s a meatgrinder for us world domination will we ever collectively cop on and say no more usterrorism capitalism ,aggression,right
 and we really have little choice in the matter as capitalism is going to undermine our habitable biosphere beyond the point of return over the next couple of decades 10 10,tranditional,right
 crisis capitalism a series of unfortunate events ,tranditional,right
 the one place that hasn t been corrupted by capitalism ,conservative,right
 socialism,leftist,left
 most of the ccp s founding fathers were misogynists violent abusers and starved the peasants causing millions to die in forced collectivism to feed a cabal of elite all men so what s yr point ,aggression,right
 84 100 million victims of communism in the world and socialists still think they are the good ones they love people so much that they tortured them in gulags and starved tens of millions this woman s face is pure socialism ,leftist,left
 that s capitalism for you the umbrella manufacturers need to keep selling umbrellas to pay their executives stonewall,rightist,right
 there never was any hope in british electoral politics corbyn was an anomaly and we saw what happened there we have no choice but to educate people and free their minds from capitalism the system they will then free themselves ,revolutionary,left
 i do own my tweets but i own all of them including the ones where i explicitly said that cst was incompatible with socialism ,leftist,left
 some people call it late capitalism ,diehard,right
 yeah bc govt socialism and bureaucracy doing things is going to be better than the invisible hand of the freemarket ,leftist,left
 it s called capitalism something we all are happy to take the positives from ,progressive,left
 the vast majority of us don t want this country turning into venezuela it s centrist socialism or nothing i m afraid we just aren t a hard left country thank god ,conservative,right
 this must stop is it capitalism paying for national gaslighting but paying in blood,nationalist,right
 sounds like communism to me,leftist,left
 if you don t think capitalism has just as many corpses to its name you re not paying attention but i agree that central control is a poor option ranking up there with unfettered capitalism ,tranditional,right
 communism should be regarded as a crime in the same ranks as nazism whoever propagates for communism should be condemned and criminalised communism is still alive everywhere in the world but masking itself in order to beat the free world from inside ,communism,left
 socialism means to the end is the freedom of the soul only god owns the soul ,leftist,left
capitalism knows no bounds ,progressive,left
 cmon guys just implement global communism it will be fine promise ,leftist,left
 you ve made it big it s all about stealing that s capitalism,aggression,right
 stalin tried to stop other countries attempting socialism he murdered socialists in russia including many of the original bolskevik cc he ruled via a priveleged bureaucratic caste it was doomed to fail because there was no democracy so decision making was slow and made ,aggression,right
communism and pornography ,leftist,left
so a judge sided with a hedge fund manager and huge landowner to end the last wild camping spot in the uk britain never fails to reveal its cruel dickensian capitalism ,aggression,right
 tell us of your fall from socialism tell us of how you betrayed scotland tell us of your slide into a tory light party tell us of your absolute collapse in scotland tell us of selling your beliefs for a cheap coat of ermine a former labour voter is asking ,labour,left
 slightly which 1 one these pays you soviet socialism stalin chinese socialism mao german socialism hitler cambodian socialism pol pot north korean socialism the kim thugs etc they made sw kas into s shapes for socialists see dr rex curry s work ,communism,left
 communism has always exploited the ignorance of the young ,communism,left
 where i live the word liberal means pro capitalism ,liberal,left
 there s plenty of good stuff to be learned from socialism not least having a safety net that properly cares for the most vulnerable but there s stuff to be learned from capitalism too especially around innovation time to drop all this binary thinking ,leftist,left
 anti collectivism libertarians are by their nature free thinkers as i call for disarmed governments you call for disbanding the fed meanwhile the usg is already planning to abolish the fed when they introduce the digital dollar ,pacifism,left
 bravo great response same goes for citizens in the capitol liberals in 2018 is ok conservatives in much smaller numbers in 2020 hang them all when their dreams of socialism turn into nightmares of communism it will be too late ,liberal,left
 as it s so simple can you explain to me what it is and why it is obviously wrong because i keep hearing it s trying to enforce marxism it isn t it s about hating white people it isn t and it was designed to denigrate the us it isn t so what is it ,tranditional,right
 asp that s not standard capitalism seems like they have a strategy and stuck to it we might not like it but they have just played the game as the rules are laid out so has he and his team ,progressive,left
 realengo socialism brings poverty we lived in socialism for almost 50 years ,leftist,left
 first of all subsidiarity isn t federalism again go and actually read qa and see how it defines subsidiarity you have actually read qa in its entiretly right ,rightist,right
 i believe that even flawed capitalism will always have better results and be more moral than perfect communism,progressive,left
i am capitalism and i hire the world s best economists to find new ways of using the imf to keep countries in an eternal debt ,rightist,right
 elections are rigged by democrats and until you face it we will never have honest fair elections again do you really want communism here because that is why they are cheating in elections ,democrats,left
 and therefore an existential threat to their own power and privilege indeed the primary objective of western foreign policy for the past century has been to eradicate socialism wherever it has tried to emerge as an alternative to capitalism across the globe 3 ,tranditional,right
 the controlled opposition won in poland after the fall of communism and has been whitewashing history ever since right wing and libertarian poles have actually seen the czechs as an example of this not happening so it is sad to hear things are not going well their either ,communism,left
 it s a scheme to generate tax revenues to drive socialism and marxist schemes on global societies ,leftist,left
have you ever heard austrian economists claim capitalism make no value judgements then you may hear others claim that capitalism is based upon private ownership ownership is a value judgment they can t both be true what is your resolution ,tranditional,right
and there s this continuing notion that what is wrong with patriarchy is only the other structural oppressions capitalism white supremacy ableism ageism homophobia cis supremacy abuse culture ,diehard,right
 i m not sure that a lot of people really understand the frankfurt school or what it made possible critical theory is an intellectual descendent of marxism but much in the same way that say mormonism is the descendent of the church of england ,communism,left
 orlovsky pw we ve only lived a brief history of progress and yet the definition of progressivism and conservatism has been so fluid in gospel and practice as to serve them practically meaningless most discourse that i ve seen is an ideology of opposition to the prevailing alternative cults,tranditional,right
 the country s more left wing than is comfortable for the establishment half the country chose socialism in 2017 we re up against a media and political class determined to stop left wing opinion getting anywhere near the public ear so as i see it is where the fight back begins,leftist,left
 k right attributing all natural disasters and human atrocities in history to capitalism is the epitome of intelectual capability was the hun invasion also due to capitalism ,rightist,right
i am capitalism and my anatomy is the anatomy of a monster i breathe fire i consume oil i tinker with your pretty brains ,aggression,right
 that s how capitalism and free market labour works bud,labour,left
 maseli lennox any system where the state can get involved in a person s life to the extent that bee and communism requires inevitably leads to corruption ,leftist,left
 this issuch a self pwn wow you are finally getting it we gotta endcapitalism and move to socialism in order to effectively mitigate climate change ,leftist,left
 typically 1 someone thinks marxism is a good idea 2 since no one likes it sneakily tries to implement it 3 goes in full force 4 splits apart into multiple factions 5 eats each other 6 reformers give up on perpetual revolution 7 repeat ,tranditional,right
good morning to all my comrades in the prison house of nations known as the usa join the party and let s fight for socialism ,leftist,left
 if you don t agree with w their mind boggling socialism they use the term equity lgbtq gfy trans anti men anti petroleum monster taxes agenda they they will censor and label you just that ,leftist,left
 socialism is dead there is not a single nation in the world governed by a socialist government even spain who had shown promise are now struggling to maintain control the list is endless compromise is vital otherwise we will endure yet another decade of tory rule ,leftist,left
 no again you are leaving out a part of our conversation you asked me to explicitly state the sense in which i thought qa defined moderate socialism in 113 119 i answered that for you and now you are pretending that i never said any of that ,tranditional,right
 boobs jeonghan wouldn t want us to crumble to capitalism like this ,conservative,right
 high very high especially given that we re apparently embracing capitalism in medicine ,diehard,right
 sides like god or antichrist or like dems and republicans or like black and white rich or poor socialist or capitalism abortion or not i could go on and on with how some put everyone in a box how about we unite on that i agree stop the profiling amp bigotry by media,democrats,left
 team usa i too wish to fight communism by forcing private landowners to sell their land to government approved buyers at low prices ,leftist,left
picture from crimethinc s a critique of state socialism ,leftist,left
 caballero oh so you re saying it s capitalism which is simply the ability of a person to own property equipment and run a business like a farmer growing food to sell that requires others to do labor to earn money for things they want and prevents them from growing food themselves ,labour,left
as long as we us citizens prostate ourselves to racist capitalism maga will remain and continue threatenening democracy everywhere ,diehard,right
